origin_date,forecast_date,horizon_step,y_true,y_pred,residual
2020-12-29,2020-12-30,1,225.23,225.50374319354563,-0.27374319354564136
2020-12-30,2020-12-31,1,221.7,224.03047843148877,-2.3304784314887854
2020-12-31,2021-01-04,1,222.53,222.83306717934866,-0.303067179348659
2021-01-04,2021-01-05,1,217.26,219.4563354086876,-2.1963354086876166
2021-01-05,2021-01-06,1,212.17,218.4586241727973,-6.288624172797313
2021-01-06,2021-01-07,1,214.04,211.0225610906193,3.017438909380701
2021-01-07,2021-01-08,1,218.68,215.27102939435082,3.4089706056491877
2021-01-08,2021-01-11,1,218.47,219.26751884937312,-0.7975188493731196
2021-01-11,2021-01-12,1,216.5,218.1286480499852,-1.6286480499852019
2021-01-12,2021-01-13,1,214.02,213.91983898256117,0.1001610174388361
2021-01-13,2021-01-14,1,215.91,215.76613277019666,0.14386722980333388
2021-01-14,2021-01-15,1,213.52,213.26034938660433,0.25965061339567796
2021-01-15,2021-01-19,1,213.75,213.16652922110117,0.5834707788988283
2021-01-19,2021-01-20,1,217.7,216.74769187417502,0.9523081258249704
2021-01-20,2021-01-21,1,224.7,222.71260302842603,1.9873969715739577
2021-01-21,2021-01-22,1,227.08,224.15143571945396,2.9285642805460554
2021-01-22,2021-01-25,1,229.12,227.09985216588203,2.020147834117978
2021-01-25,2021-01-26,1,231.86,231.0232734330709,0.8367265669291157
2021-01-26,2021-01-27,1,238.0,233.54255034665897,4.45744965334103
2021-01-27,2021-01-28,1,235.61,236.96080967288975,-1.3508096728897385
2021-01-28,2021-01-29,1,235.99,241.87499893705572,-5.8849989370557125
2021-01-29,2021-02-01,1,235.06,232.6144392898951,2.4455607101048997
2021-02-01,2021-02-02,1,241.3,239.02651985936185,2.2734801406381564
2021-02-02,2021-02-03,1,239.57,240.70047921115912,-1.1304792111591269
2021-02-03,2021-02-04,1,242.66,243.5112754719558,-0.8512754719558018
2021-02-04,2021-02-05,1,242.23,241.96996244140854,0.26003755859144917
2021-02-05,2021-02-08,1,243.15,242.2778836658677,0.8721163341323006
2021-02-08,2021-02-09,1,241.87,242.92369505093183,-1.0536950509318217
2021-02-09,2021-02-10,1,245.0,243.47731795325214,1.5226820467478603
2021-02-10,2021-02-11,1,244.78,243.61580761423974,1.1641923857602592
2021-02-11,2021-02-12,1,243.93,244.7326905353737,-0.8026905353736993
2021-02-12,2021-02-16,1,245.03,245.91037174831703,-0.8803717483170317
2021-02-16,2021-02-17,1,241.32,244.26392337635986,-2.9439233763598622
2021-02-17,2021-02-18,1,241.8,243.02090550196755,-1.220905501967536
2021-02-18,2021-02-19,1,243.75,241.66914939697062,2.0808506030293756
2021-02-19,2021-02-22,1,237.42,240.08373442968852,-2.6637344296885317
2021-02-22,2021-02-23,1,230.33,234.39136175806968,-4.0613617580696655
2021-02-23,2021-02-24,1,230.01,231.01716404715646,-1.007164047156465
2021-02-24,2021-02-25,1,232.08,230.44294046744753,1.6370595325524846
2021-02-25,2021-02-26,1,231.53,226.5688714971816,4.961128502818411
2021-02-26,2021-03-01,1,235.9,233.04440447179164,2.8555955282083687
2021-03-01,2021-03-02,1,237.01,239.0861580594521,-2.076158059452098
2021-03-02,2021-03-03,1,232.16,235.49796927104296,-3.337969271042965
2021-03-03,2021-03-04,1,226.74,228.91105941570044,-2.1710594157004266
2021-03-04,2021-03-05,1,229.52,226.1947428300849,3.325257169915119
2021-03-05,2021-03-08,1,231.37,231.74578305289333,-0.3757830528933255
2021-03-08,2021-03-09,1,232.88,228.95772197125808,3.922278028741914
2021-03-09,2021-03-10,1,237.0,235.64810465178974,1.3518953482102631
2021-03-10,2021-03-11,1,234.96,236.55494684605503,-1.5949468460550236
2021-03-11,2021-03-12,1,234.01,238.5135395644354,-4.503539564435414
2021-03-12,2021-03-15,1,234.96,235.5715001063345,-0.6115001063344891
2021-03-15,2021-03-16,1,236.28,232.43841324930935,3.8415867506906523
2021-03-16,2021-03-17,1,236.15,237.97663388404663,-1.826633884046629
2021-03-17,2021-03-18,1,232.56,237.40345416199415,-4.843454161994146
2021-03-18,2021-03-19,1,231.02,229.4368735899085,1.5831264100915234
2021-03-19,2021-03-22,1,230.27,229.50882641949792,0.7611735805020885
2021-03-22,2021-03-23,1,237.49,234.72735589818973,2.762644101810281
2021-03-23,2021-03-24,1,237.85,237.1270453874502,0.7229546125497848
2021-03-24,2021-03-25,1,235.3,237.21645356750733,-1.9164535675073182
2021-03-25,2021-03-26,1,231.55,233.2506228627763,-1.7006228627762994
2021-03-26,2021-03-29,1,236.59,234.91091421031044,1.679085789689566
2021-03-29,2021-03-30,1,233.53,235.27391083213035,-1.7439108321303536
2021-03-30,2021-03-31,1,232.91,232.38070244314108,0.5292975568589213
