base_id,model,horizon_step,lag,lb_stat,p_value,n_residuals
base_05,sarimax,1,5,11.638141445333769,0.04009697148994869,63
base_05,sarimax,1,10,13.137347454783605,0.21609365529893895,63
base_05,holt_winters,1,5,6.384789890329837,0.2705563974818363,63
base_05,holt_winters,1,10,7.435096849512484,0.6838289983633954,63
base_05,random_forest,1,5,17.705004214173755,0.0033397704994505987,63
base_05,random_forest,1,10,27.518402619844487,0.0021548931610030427,63
base_05,elastic_net,1,5,10.071080043055584,0.07324609557502226,63
base_05,elastic_net,1,10,15.033399577007259,0.13084890444909494,63
